season,name,fours,sixes
2022.0,Kuldeep Yadav,3.0,2.0
2022.0,LH Ferguson,1.0,0.0
2022.0,LS Livingstone,29.0,34.0
2022.0,Lalit Yadav,11.0,7.0
2022.0,M Ashwin,1.0,1.0
2022.0,M Jansen,0.0,1.0
2022.0,M Prasidh Krishna,0.0,0.0
2022.0,M Shahrukh Khan,4.0,9.0
2022.0,M Theekshana,0.0,1.0
2022.0,M Vohra,1.0,2.0
2022.0,MA Agarwal,23.0,6.0
2022.0,MJ Santner,3.0,0.0
2022.0,MK Lomror,7.0,4.0
2022.0,MK Pandey,9.0,2.0
2022.0,MM Ali,24.0,11.0
2022.0,MP Stoinis,7.0,13.0
2022.0,MR Marsh,19.0,14.0
2022.0,MS Dhoni,21.0,10.0
2022.0,MS Wade,23.0,2.0
2022.0,Mandeep Singh,4.0,0.0
2022.0,Mohammed Siraj,5.0,0.0
2022.0,Mohsin Khan,2.0,1.0
2022.0,Mukesh Choudhary,1.0,0.0
2022.0,Mustafizur Rahman,0.0,0.0
2022.0,N Jagadeesan,3.0,1.0
2022.0,N Pooran,16.0,21.0
2022.0,N Rana,29.0,22.0
2022.0,NA Saini,0.0,0.0
2022.0,NM Coulter-Nile,0.0,0.0
2022.0,NT Ellis,0.0,0.0
2022.0,NT Tilak Varma,29.0,16.0
2022.0,OC McCoy,0.0,1.0
2022.0,OF Smith,1.0,5.0
2022.0,PBB Rajapaksa,16.0,13.0
2022.0,PJ Cummins,5.0,6.0
2022.0,PJ Sangwan,0.0,0.0
2022.0,PK Garg,4.0,2.0
2022.0,PN Mankad,1.0,0.0
2022.0,PP Shaw,37.0,10.0
2022.0,PVD Chameera,3.0,3.0
2022.0,PWH de Silva,4.0,1.0
2022.0,Prabhsimran Singh,2.0,0.0
2022.0,Q de Kock,47.0,23.0
2022.0,R Ashwin,14.0,9.0
2022.0,R Dhawan,4.0,2.0
2022.0,R Parag,11.0,10.0
2022.0,R Powell,10.0,22.0
2022.0,R Sanjay Yadav,0.0,0.0
2022.0,R Shepherd,2.0,5.0
2022.0,R Tewatia,22.0,9.0
2022.0,RA Bawa,1.0,0.0
2022.0,RA Jadeja,6.0,5.0
2022.0,RA Tripathi,40.0,20.0
2022.0,RD Chahar,7.0,4.0
2022.0,RD Gaikwad,33.0,14.0
2022.0,RG Sharma,28.0,13.0
2022.0,RK Singh,17.0,7.0
2022.0,RM Patidar,27.0,18.0
2022.0,RP Meredith,0.0,0.0
2022.0,RR Pant,35.0,16.0
2022.0,RV Patel,0.0,1.0
2022.0,RV Uthappa,19.0,14.0
2022.0,Ramandeep Singh,3.0,1.0
2022.0,Rashid Khan,3.0,9.0
2022.0,Rasikh Salam,1.0,0.0
2022.0,Ravi Bishnoi,0.0,0.0
2022.0,S Dhawan,47.0,12.0
2022.0,S Dube,22.0,16.0
2022.0,S Gopal,2.0,0.0
2022.0,SA Abbott,0.0,1.0
2022.0,SA Yadav,23.0,16.0
2022.0,SE Rutherford,1.0,1.0
2022.0,SN Khan,9.0,2.0
2022.0,SN Thakur,7.0,7.0
2022.0,SO Hetmyer,21.0,21.0
2022.0,SP Jackson,0.0,1.0
2022.0,SP Narine,6.0,6.0
2022.0,SS Iyer,41.0,11.0
2022.0,SS Prabhudessai,7.0,2.0
2022.0,SV Samson,43.0,26.0
2022.0,SW Billings,9.0,10.0
2022.0,Shahbaz Ahmed,14.0,9.0
2022.0,Shashank Singh,5.0,4.0
2022.0,Shivam Mavi,0.0,0.0
2022.0,Shubman Gill,51.0,11.0
2022.0,Simarjeet Singh,0.0,0.0
2022.0,T Stubbs,0.0,0.0
2022.0,TA Boult,2.0,1.0
2022.0,TG Southee,0.0,0.0
2022.0,TH David,12.0,16.0
2022.0,TL Seifert,4.0,0.0
2022.0,TS Mills,0.0,0.0
2022.0,UT Yadav,4.0,4.0
2022.0,Umran Malik,0.0,0.0
2022.0,V Kohli,32.0,8.0
2022.0,V Shankar,1.0,0.0
2022.0,VG Arora,0.0,0.0
2022.0,VR Iyer,17.0,7.0
2022.0,WP Saha,40.0,7.0
2022.0,Washington Sundar,9.0,3.0
2022.0,YBK Jaiswal,28.0,10.0
2022.0,YS Chahal,0.0,0.0
2022.0,Yash Dayal,0.0,0.0
2023.0,A Badoni,11.0,8.0
2023.0,A Manohar,6.0,7.0
2023.0,A Mishra,2.0,0.0
2023.0,A Nortje,6.0,0.0
2023.0,A Taide,15.0,4.0
2023.0,A Zampa,0.0,0.0
2023.0,AD Russell,10.0,17.0
2023.0,AJ Hosein,1.0,1.0
2023.0,AK Markram,18.0,8.0
2023.0,AM Rahane,24.0,16.0
2023.0,AR Patel,21.0,15.0
2023.0,AS Joseph,1.0,0.0
2023.0,AS Roy,3.0,0.0
2023.0,AS Tendulkar,0.0,1.0
2023.0,AT Rayudu,10.0,9.0
2023.0,AU Rashid,2.0,1.0
2023.0,Abdul Basith,0.0,0.0
2023.0,Abdul Samad,10.0,11.0
2023.0,Abhishek Sharma,28.0,6.0
2023.0,Abishek Porel,1.0,2.0
2023.0,Akash Deep,2.0,1.0
2023.0,Aman Hakim Khan,7.0,6.0
2023.0,Anmolpreet Singh,15.0,2.0
2023.0,Anuj Rawat,6.0,4.0
2023.0,Arshad Khan,0.0,1.0
2023.0,Arshdeep Singh,0.0,0.0
2023.0,Avesh Khan,0.0,0.0
2023.0,B Kumar,4.0,0.0
2023.0,B Sai Sudharsan,33.0,12.0
2023.0,BA Stokes,2.0,0.0
2023.0,C Green,40.0,22.0
2023.0,C Sakariya,1.0,0.0
2023.0,CJ Jordan,0.0,0.0
2023.0,CV Varun,0.0,0.0
2023.0,D Padikkal,31.0,6.0
2023.0,D Wiese,0.0,3.0
2023.0,DA Miller,18.0,13.0
2023.0,DA Warner,64.0,8.0
2023.0,DC Jurel,11.0,9.0
2023.0,DG Nalkande,0.0,0.0
2023.0,DJ Hooda,3.0,2.0
2023.0,DJ Willey,4.0,0.0
2023.0,DL Chahar,0.0,0.0
2023.0,DP Conway,77.0,18.0
2023.0,F du Plessis,60.0,36.0
2023.0,Fazalhaq Farooqi,0.0,0.0
2023.0,GD Phillips,2.0,4.0
2023.0,GJ Maxwell,29.0,31.0
2023.0,H Klaasen,32.0,25.0
2023.0,HC Brook,23.0,4.0
2023.0,HH Pandya,26.0,15.0
2023.0,HR Shokeen,4.0,0.0
2023.0,HV Patel,0.0,1.0
2023.0,Harpreet Brar,5.0,2.0
2023.0,Harpreet Singh,8.0,3.0
2023.0,Harshit Rana,0.0,0.0
2023.0,I Sharma,0.0,0.0
2023.0,Ishan Kishan,49.0,13.0
2023.0,JC Archer,0.0,0.0
2023.0,JC Buttler,42.0,14.0
2023.0,JD Unadkat,1.0,0.0
2023.0,JE Root,1.0,0.0
2023.0,JJ Roy,36.0,12.0
2023.0,JM Sharma,22.0,21.0
2023.0,JO Holder,0.0,1.0
2023.0,JP Behrendorff,0.0,0.0
2023.0,JR Hazlewood,0.0,0.0
2023.0,K Gowtham,2.0,5.0
2023.0,K Kartikeya,1.0,0.0
2023.0,K Rabada,0.0,0.0
2023.0,KD Karthik,13.0,5.0
2023.0,KH Pandya,15.0,6.0
2023.0,KL Rahul,28.0,4.0
2023.0,KM Asif,0.0,0.0
2023.0,KM Jadhav,1.0,0.0
2023.0,KR Mayers,36.0,22.0
2023.0,KS Sharma,0.0,0.0
2023.0,KV Sharma,0.0,0.0
2023.0,Kuldeep Yadav,2.0,0.0
2023.0,LS Livingstone,15.0,10.0
2023.0,Lalit Yadav,8.0,0.0
2023.0,Liton Das,1.0,0.0
2023.0,M Jansen,4.0,0.0
2023.0,M Markande,2.0,1.0
2023.0,M Shahrukh Khan,13.0,8.0
2023.0,MA Agarwal,29.0,6.0
2023.0,MA Wood,1.0,1.0
2023.0,MD Shanaka,2.0,1.0
2023.0,MG Bracewell,6.0,1.0
2023.0,MJ Santner,0.0,0.0
2023.0,MK Lomror,9.0,8.0
2023.0,MK Pandey,15.0,3.0
2023.0,MM Ali,12.0,6.0
2023.0,MM Sharma,0.0,0.0
2023.0,MP Stoinis,27.0,27.0
2023.0,MR Marsh,11.0,7.0
2023.0,MS Dhoni,3.0,10.0
2023.0,MW Short,15.0,4.0
2023.0,Mandeep Singh,0.0,1.0
2023.0,Mohammed Shami,1.0,0.0
2023.0,Mohammed Siraj,0.0,0.0
2023.0,Mohit Rathee,0.0,0.0
2023.0,Mohsin Khan,0.0,0.0
2023.0,Mukesh Kumar,0.0,0.0
2023.0,Mustafizur Rahman,0.0,0.0
2023.0,N Jagadeesan,14.0,1.0
2023.0,N Pooran,26.0,26.0
2023.0,N Rana,39.0,20.0
2023.0,N Wadhera,22.0,12.0
2023.0,NT Ellis,0.0,0.0
2023.0,NT Tilak Varma,23.0,22.0
2023.0,Naveen-ul-Haq,2.0,0.0
2023.0,Noor Ahmad,1.0,0.0
2023.0,P Dubey,2.0,0.0
2023.0,PBB Rajapaksa,6.0,2.0
2023.0,PD Salt,22.0,8.0
2023.0,PK Garg,1.0,0.0
2023.0,PN Mankad,12.0,2.0
2023.0,PP Chawla,1.0,1.0
2023.0,PP Shaw,9.0,0.0
2023.0,PWH de Silva,3.0,0.0
2023.0,Prabhsimran Singh,34.0,19.0
2023.0,Q de Kock,10.0,8.0
2023.0,R Ashwin,5.0,3.0
2023.0,R Dhawan,1.0,1.0
2023.0,R Parag,4.0,5.0
2023.0,R Powell,1.0,0.0
2023.0,R Shepherd,0.0,0.0
2023.0,R Tewatia,3.0,7.0
2023.0,RA Jadeja,11.0,9.0
2023.0,RA Tripathi,29.0,10.0
2023.0,RD Chahar,0.0,0.0
2023.0,RD Gaikwad,46.0,30.0
2023.0,RG Sharma,34.0,15.0
2023.0,RK Singh,29.0,29.0
2023.0,RP Meredith,0.0,0.0
2023.0,RR Rossouw,11.0,5.0
2023.0,RV Patel,3.0,1.0
2023.0,Rahmanullah Gurbaz,17.0,15.0
2023.0,Rashid Khan,8.0,13.0
2023.0,Ravi Bishnoi,1.0,0.0
2023.0,S Dhawan,49.0,12.0
2023.0,S Dube,12.0,35.0
2023.0,SA Yadav,61.0,25.0
2023.0,SM Curran,19.0,12.0
2023.0,SN Khan,4.0,1.0
2023.0,SN Thakur,12.0,4.0
2023.0,SO Hetmyer,12.0,23.0
2023.0,SP Narine,2.0,1.0
2023.0,SS Prabhudessai,1.0,2.0
2023.0,SV Samson,25.0,24.0
2023.0,Sandeep Sharma,0.0,0.0
2023.0,Sanvir Singh,1.0,1.0
2023.0,Shahbaz Ahmed,3.0,1.0
2023.0,Shubman Gill,85.0,33.0
2023.0,Sikandar Raza,10.0,6.0
2023.0,Swapnil Singh,0.0,0.0
2023.0,T Stubbs,2.0,0.0
2023.0,TA Boult,1.0,1.0
2023.0,TH David,11.0,13.0
2023.0,TU Deshpande,0.0,0.0
2023.0,UT Yadav,1.0,0.0
2023.0,Umran Malik,1.0,2.0
2023.0,V Kohli,65.0,16.0
2023.0,V Shankar,27.0,15.0
2023.0,V Vyshak,0.0,1.0
2023.0,VG Arora,0.0,0.0
2023.0,VR Iyer,26.0,12.0
2023.0,Vishnu Vinod,2.0,2.0
2023.0,Vivrant Sharma,9.0,2.0
2023.0,WD Parnell,0.0,0.0
2023.0,WP Saha,47.0,8.0
2023.0,Washington Sundar,6.0,0.0
2023.0,YBK Jaiswal,82.0,26.0
2023.0,YV Dhull,1.0,0.0
2023.0,Yudhvir Singh,0.0,0.0
